Id,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
572,21,1991-07-27,57.0,Lugny,Mâcon,Individual time trial,Miguel Indurain,ESP
573,22,1991-07-28,178.0,Melun,Paris,Flat stage,Dmitri Konychev,URS
574,P,1990-06-30,6.3,Futuroscope,Futuroscope,Individual time trial,Thierry Marie,FRA
575,1,1990-07-01,138.5,Futuroscope,Futuroscope,Flat stage,Frans Maassen,NED
576,2,1990-07-01,44.5,Futuroscope,Futuroscope,Team time trial,Panasonic–Sportlife,
577,3,1990-07-02,233.0,Poitiers,Nantes,Flat stage,Moreno Argentin,ITA
578,4,1990-07-03,203.0,Nantes,Mont Saint-Michel,Flat stage,Johan Museeuw,BEL
579,5,1990-07-04,301.0,Avranches,Rouen,Flat stage,Gerrit Solleveld,NED
580,6,1990-07-06,202.5,Sarrebourg,Vittel,Flat stage,Jelle Nijdam,NED
581,7,1990-07-07,61.5,Vittel,Épinal,Individual time trial,Raúl Alcalá,MEX
582,8,1990-07-08,181.5,Épinal,Besançon,Flat stage,Olaf Ludwig,GDR
583,9,1990-07-09,196.0,Besançon,Geneva,Hilly stage,Massimo Ghirotto,ITA
584,10,1990-07-10,118.5,Geneva,Saint-Gervais,Mountain stage,Thierry Claveyrolat,FRA
585,11,1990-07-11,182.5,Saint-Gervais,Alpe d'Huez,Mountain stage,Gianni Bugno,ITA
586,12,1990-07-12,33.5,Fontaine,Villard-de-Lans,Individual time trial,Erik Breukink,NED
587,13,1990-07-14,149.0,Villard-de-Lans,Saint-Étienne,Hilly stage,Eduardo Chozas,ESP
588,14,1990-07-15,205.0,Le Puy-en-Velay,Millau,Hilly stage,Marino Lejarreta,ESP
589,15,1990-07-16,170.0,Millau,Revel,Flat stage,Charly Mottet,FRA
590,16,1990-07-17,215.0,Blagnac,Luz Ardiden,Mountain stage,Miguel Indurain,ESP
591,17,1990-07-18,150.0,Lourdes,Pau,Mountain stage,Dmitri Konychev,URS
592,18,1990-07-19,202.0,Pau,Bordeaux,Flat stage,Gianni Bugno,ITA
593,19,1990-07-20,182.5,Castillon-la-Bataille,Limoges,Flat stage,Guido Bontempi,ITA
594,20,1990-07-21,45.5,Lac de Vassivière,Lac de Vassivière,Individual time trial,Erik Breukink,NED
595,21,1990-07-22,182.5,Brétigny-sur-Orge,Paris,Flat stage,Johan Museeuw,BEL
596,P,1989-07-01,7.8,Luxembourg City,Luxembourg City,Individual time trial,Erik Breukink,NED
597,1,1989-07-02,135.5,Luxembourg City,Luxembourg City,Flat stage,Acácio da Silva,POR
598,2,1989-07-02,46.0,Luxembourg City,Luxembourg City,Team time trial,Super U–Raleigh–Fiat,
599,3,1989-07-03,241.0,Luxembourg City,Spa,Flat stage,Raúl Alcalá,MEX
600,4,1989-07-04,255.0,Liège,Wasquehal,Flat stage,Jelle Nijdam,NED
601,5,1989-07-06,73.0,Dinard,Rennes,Individual time trial,Greg LeMond,USA
602,6,1989-07-07,259.0,Rennes,Futuroscope,Flat stage,Joël Pelier,FRA
603,7,1989-07-08,258.5,Poitiers,Bordeaux,Flat stage,Etienne De Wilde,BEL
604,8,1989-07-09,157.0,Labastide-d'Armagnac,Pau,Flat stage,Martin Earley,IRE
605,9,1989-07-10,147.0,Pau,Cauterets,Mountain stage,Miguel Induráin,ESP
606,10,1989-07-11,136.0,Cauterets,Superbagnères,Mountain stage,Robert Millar,GBR
607,11,1989-07-12,158.5,Luchon,Blagnac,Flat stage,Mathieu Hermans,NED
608,12,1989-07-13,242.0,Toulouse,Montpellier,Flat stage,Valerio Tebaldi,ITA
609,13,1989-07-14,179.0,Montpellier,Marseille,Flat stage,Vincent Barteau,FRA
610,14,1989-07-15,240.0,Marseille,Gap,Hilly stage,Jelle Nijdam,NED
611,15,1989-07-16,39.0,Gap,Orcières-Merlette,Individual time trial,Steven Rooks,NED
612,16,1989-07-18,175.0,Gap,Briançon,Mountain stage,Pascal Richard,SUI
613,17,1989-07-19,165.0,Briançon,Alpe d'Huez,Mountain stage,Gert-Jan Theunisse,NED
614,18,1989-07-20,91.5,Le Bourg-d'Oisans,Villard-de-Lans,Mountain stage,Laurent Fignon,FRA
615,19,1989-07-21,125.0,Villard-de-Lans,Aix-les-Bains,Mountain stage,Greg LeMond,USA
616,20,1989-07-22,130.0,Aix-les-Bains,L'Isle-d'Abeau,Flat stage,Giovanni Fidanza,ITA
617,21,1989-07-23,24.5,Versailles,Paris,Individual time trial,Greg LeMond,USA
618,P,1988-07-03,1.0,Pornichet,La Baule,Individual time trial,Guido Bontempi,ITA
619,1,1988-07-04,92.0,Pontchâteau,Machecoul,Flat stage,Steve Bauer,CAN
620,2,1988-07-04,48.0,La Haie-Fouassière,Ancenis,Team time trial,Panasonic–Isostar–Colnago–Agu,
621,3,1988-07-05,213.0,Nantes,Le Mans,Flat stage,Jean-Paul van Poppel,NED
622,4,1988-07-06,158.0,Le Mans,Évreux,Flat stage,Acácio da Silva,POR
623,5,1988-07-07,148.0,Neufchâtel-en-Bray,Liévin,Flat stage,Jelle Nijdam,NED
624,6,1988-07-08,52.0,Liévin,Wasquehal,Individual time trial,Sean Yates,GBR
625,7,1988-07-09,225.0,Wasquehal,Reims,Flat stage,Valerio Tebaldi,ITA
626,8,1988-07-10,219.0,Reims,Nancy,Flat stage,Rolf Gölz,GER
627,9,1988-07-11,161.0,Nancy,Strasbourg,Hilly stage,Jérôme Simon,FRA
628,10,1988-07-12,149.0,Belfort,Besançon,Hilly stage,Jean-Paul van Poppel,NED
629,11,1988-07-13,232.0,Besançon,Morzine,Mountain stage,Fabio Parra,COL
630,12,1988-07-14,227.0,Morzine,Alpe d'Huez,Mountain stage,Steven Rooks,NED
631,13,1988-07-15,38.0,Grenoble,Villard-de-Lans,Individual time trial,Pedro Delgado,ESP
632,14,1988-07-17,163.0,Blagnac,Guzet-Neige,Mountain stage,Massimo Ghirotto,ITA
633,15,1988-07-18,187.0,Saint-Girons,Luz Ardiden,Mountain stage,Laudelino Cubino,ESP
634,16,1988-07-19,35.0,Luz Ardiden,Pau,Flat stage,Adrie van der Poel,NED
635,17,1988-07-19,198.0,Pau,Bordeaux,Flat stage,Jean-Paul van Poppel,NED
636,18,1988-07-20,94.0,Ruelle-sur-Touvre,Limoges,Flat stage,Gianni Bugno,ITA
637,19,1988-07-21,188.0,Limoges,Puy de Dôme,Hilly stage,Johnny Weltz,DEN
638,20,1988-07-22,223.0,Clermont-Ferrand,Chalon-sur-Saône,Flat stage,Thierry Marie,FRA
639,21,1988-07-23,46.0,Santenay,Santenay,Individual time trial,Juan Martinéz,ESP
640,22,1988-07-24,173.0,Nemours,Paris,Flat stage,Jean-Paul van Poppel,NED
641,P,1987-07-01,6.0,West Berlin,West Berlin,Individual time trial,Jelle Nijdam,NED
642,1,1987-07-02,105.0,West Berlin,West Berlin,Flat stage,Nico Verhoeven,NED
643,2,1987-07-02,41.0,West Berlin,West Berlin,Team time trial,Carrera Jeans–Vagabond,
644,3,1987-07-04,219.0,Karlsruhe,Stuttgart,Flat stage,Acácio da Silva,POR
645,4,1987-07-05,79.0,Stuttgart,Pforzheim,Flat stage,Herman Frison,BEL
646,5,1987-07-05,112.0,Pforzheim,Strasbourg,Flat stage,Marc Sergeant,BEL
647,6,1987-07-06,169.0,Strasbourg,Épinal,Flat stage,Christophe Lavainne,FRA
648,7,1987-07-07,211.0,Épinal,Troyes,Flat stage,Manuel Jorge Domínguez[8],ESP
649,8,1987-07-08,206.0,Troyes,Épinay-sous-Sénart,Flat stage,Jean-Paul van Poppel,NED
650,9,1987-07-09,260.0,Orléans,Renazé,Flat stage,Adrie van der Poel,NED
651,10,1987-07-10,87.0,Saumur,Futuroscope,Individual time trial,Stephen Roche,IRE
652,11,1987-07-11,206.0,Poitiers,Chaumeil,Hilly stage,Martial Gayant,FRA
653,12,1987-07-12,228.0,Brive,Bordeaux,Flat stage,Davis Phinney,USA
654,13,1987-07-13,219.0,Bayonne,Pau,Mountain stage,Erik Breukink,NED
655,14,1987-07-14,166.0,Pau,Luz Ardiden,Mountain stage,Dag Otto Lauritzen,NOR
656,15,1987-07-15,164.0,Tarbes,Blagnac,Flat stage,Rolf Gölz,GER
657,16,1987-07-16,216.0,Blagnac,Millau,Hilly stage,Régis Clère,FRA
658,17,1987-07-17,239.0,Millau,Avignon,Hilly stage,Jean-Paul van Poppel,NED
659,18,1987-07-19,37.0,Carpentras,Mont Ventoux,Individual time trial,Jean-François Bernard,FRA
660,19,1987-07-20,185.0,Valréas,Villard-de-Lans,Mountain stage,Pedro Delgado,ESP
661,20,1987-07-21,201.0,Villard-de-Lans,Alpe d'Huez,Mountain stage,Federico Echave,ESP
662,21,1987-07-22,185.0,Le Bourg-d'Oisans,La Plagne,Mountain stage,Laurent Fignon,FRA
663,22,1987-07-23,186.0,La Plagne,Morzine,Mountain stage,Eduardo Chozas,ESP
664,23,1987-07-24,225.0,Saint-Julien-en-Genevois,Dijon,Flat stage,Régis Clère,FRA
665,24,1987-07-25,38.0,Dijon,Dijon,Individual time trial,Jean-François Bernard,FRA
666,25,1987-07-26,192.0,Créteil,Paris,Flat stage,Jeff Pierce,USA
667,P,1986-07-04,4.6,Boulogne-Billancourt,Boulogne-Billancourt,Individual time trial,Thierry Marie,FRA
668,1,1986-07-05,85.0,Nanterre,Sceaux,Flat stage,Pol Verschuere,BEL
669,2,1986-07-05,56.0,Meudon,Saint-Quentin-en-Yvelines,Team time trial,Système U,
670,3,1986-07-06,214.0,Levallois-Perret,Liévin,Flat stage,Davis Phinney,USA
671,4,1986-07-07,243.0,Liévin,Évreux,Flat stage,Pello Ruiz Cabestany,ESP
672,5,1986-07-08,124.5,Evreux,Villers-sur-Mer,Flat stage,Johan van der Velde,NED
673,6,1986-07-09,200.0,Villers-sur-Mer,Cherbourg,Flat stage,Guido Bontempi,ITA
674,7,1986-07-10,201.0,Cherbourg,Saint-Hilaire-du-Harcouët,Flat stage,Ludo Peeters,BEL
675,8,1986-07-11,204.0,Saint-Hilaire-du-Harcouët,Nantes,Flat stage,Eddy Planckaert,BEL
676,9,1986-07-12,61.5,Nantes,Nantes,Individual time trial,Bernard Hinault,FRA
677,10,1986-07-13,183.0,Nantes,Futuroscope,Flat stage,Jose-Angel Sarrapio,ESP
678,11,1986-07-14,258.3,Futuroscope,Bordeaux,Flat stage,Rudy Dhaenens,BEL
679,12,1986-07-15,217.5,Bayonne,Pau,Mountain stage,Pedro Delgado,ESP
680,13,1986-07-16,186.0,Pau,Superbagnères,Mountain stage,Greg LeMond,USA
681,14,1986-07-17,154.0,Superbagnères,Blagnac,Flat stage,Niki Rüttimann,SUI
682,15,1986-07-18,225.5,Carcassonne,Nîmes,Flat stage,Frank Hoste,BEL
683,16,1986-07-19,246.5,Nîmes,Gap,Flat stage,Jean-François Bernard,FRA
684,17,1986-07-20,190.0,Gap,Serre Chevalier,Mountain stage,Eduardo Chozas,ESP
685,18,1986-07-21,162.5,Briançon,Alpe d'Huez,Mountain stage,Bernard Hinault,FRA
686,19,1986-07-23,179.5,Villard-de-Lans,Saint-Étienne,Flat stage,Julián Gorospe,ESP
687,20,1986-07-24,58.0,Saint-Étienne,Saint-Étienne,Individual time trial,Bernard Hinault,FRA
688,21,1986-07-25,190.0,Saint-Étienne,Puy de Dôme,Flat stage,Erich Mächler,SUI
689,22,1986-07-26,194.0,Clermont-Ferrand,Nevers,Flat stage,Guido Bontempi,ITA
690,23,1986-07-27,255.0,Cosne-sur-Loire,Paris,Flat stage,Guido Bontempi,ITA
691,P,1985-06-28,6.0,Plumelec,Plumelec,Individual time trial,Bernard Hinault,FRA
692,1,1985-06-29,256.0,Vannes,Lanester,Flat stage,Rudy Matthijs,BEL
693,2,1985-06-30,242.0,Lorient,Vitre,Flat stage,Rudy Matthijs,BEL
694,3,1985-07-01,73.0,Vitre,Fougères,Team time trial,La Vie Claire,
695,4,1985-07-02,239.0,Fougères,Pont-Audemer,Flat stage,Gerrit Solleveld,NED
696,5,1985-07-03,224.0,Neufchâtel-en-Bray,Roubaix,Flat stage,Henri Manders,NED
697,6,1985-07-04,222.0,Roubaix,Reims,Flat stage,Francis Castaing,FRA
698,7,1985-07-05,217.0,Reims,Nancy,Flat stage,Ludwig Wijnants,BEL
699,8,1985-07-06,75.0,Sarrebourg,Strasbourg,Individual time trial,Bernard Hinault,FRA
700,9,1985-07-07,174.0,Strasbourg,Épinal,Hilly stage,Maarten Ducrot,NED
701,10,1985-07-08,204.0,Épinal,Pontarlier,Hilly stage,Jørgen V. Pedersen,DEN
702,11,1985-07-09,195.0,Pontarlier,Morzine Avoriaz,Mountain stage,Luis Herrera,COL
703,12,1985-07-10,269.0,Morzine Avoriaz,Lans-en-Vercors,Mountain stage,Fabio Parra,COL
704,13,1985-07-11,32.0,Villard-de-Lans,Villard-de-Lans,Individual time trial,Eric Vanderaerden,BEL
705,14,1985-07-13,179.0,Autrans,Saint-Étienne,Hilly stage,Luis Herrera,COL
706,15,1985-07-14,238.0,Saint-Étienne,Aurillac,Flat stage,Eduardo Chozas,ESP
707,16,1985-07-15,247.0,Aurillac,Toulouse,Flat stage,Frédéric Vichot,FRA
708,17,1985-07-16,209.0,Toulouse,Luz Ardiden,Mountain stage,Pedro Delgado,ESP
709,18a,1985-07-17,53.0,Luz-Saint-Sauveur,Aubisque,Mountain stage,Stephen Roche,IRE
710,18b,1985-07-17,83.0,Laruns,Pau,Mountain stage,Régis Simon,FRA
711,19,1985-07-18,203.0,Pau,Bordeaux,Flat stage,Eric Vanderaerden,BEL
712,20,1985-07-19,225.0,Montpon-Ménestérol,Limoges,Flat stage,Johan Lammerts,NED
713,21,1985-07-20,46.0,Lac de Vassivière,Lac de Vassivière,Individual time trial,Greg LeMond,USA
714,22,1985-07-21,196.0,Orléans,Paris,Flat stage,Rudy Matthijs,BEL
715,P,1984-06-29,5.0,Montreuil,Noisy-le-Sec,Individual time trial,Bernard Hinault,FRA
716,1,1984-06-30,149.0,Bondy,Saint-Denis,Flat stage,Frank Hoste,BEL
717,2,1984-07-01,249.0,Bobigny,Louvroil,Flat stage,Marc Madiot,FRA
718,3,1984-07-02,51.0,Louvroil,Valenciennes,Team time trial,Renault–Elf,
719,4,1984-07-02,83.0,Valenciennes,Béthune,Flat stage,Ferdi Van Den Haute,BEL
720,5,1984-07-03,207.0,Béthune,Cergy-Pontoise,Flat stage,Paulo Ferreira,POR
721,6,1984-07-04,202.0,Cergy-Pontoise,Alençon,Flat stage,Frank Hoste,BEL
722,7,1984-07-05,67.0,Alençon,Le Mans,Individual time trial,Laurent Fignon,FRA
723,8,1984-07-06,192.0,Le Mans,Nantes,Flat stage,Pascal Jules,FRA
724,9,1984-07-07,338.0,Nantes,Bordeaux,Flat stage,Jan Raas,NED
725,10,1984-07-08,198.0,Langon,Pau,Flat stage,Eric Vanderaerden,BEL
726,11,1984-07-09,227.0,Pau,Guzet-Neige,Mountain stage,Robert Millar,GBR
727,12,1984-07-10,111.0,Saint-Girons,Blagnac,Flat stage,Pascal Poisson,FRA
728,13,1984-07-11,220.0,Blagnac,Rodez,Flat stage,Pierre-Henri Menthéour,FRA
729,14,1984-07-12,228.0,Rodez,Domaine du Rouret,Hilly stage,Fons De Wolf,BEL
730,15,1984-07-13,241.0,Domaine du Rouret,Grenoble,Hilly stage,Frédéric Vichot,FRA
731,16,1984-07-15,22.0,Les Échelles,La Ruchère,Individual time trial,Laurent Fignon,FRA
732,17,1984-07-16,151.0,Grenoble,Alpe d'Huez,Mountain stage,Luis Herrera,COL
733,18,1984-07-17,185.0,Le Bourg-d'Oisans,La Plagne,Mountain stage,Laurent Fignon,FRA
734,19,1984-07-18,186.0,La Plagne,Morzine,Mountain stage,Ángel Arroyo,ESP
735,20,1984-07-19,141.0,Morzine,Crans-Montana,Mountain stage,Laurent Fignon,FRA
736,21,1984-07-20,320.0,Crans-Montana,Villefranche-sur-Saône,Hilly stage,Frank Hoste,BEL
737,22,1984-07-21,51.0,Villié-Morgon,Villefranche-sur-Saône,Individual time trial,Laurent Fignon,FRA
738,23,1984-07-22,197.0,Pantin,Paris,Hilly stage,Eric Vanderaerden,BEL
739,P,1983-07-01,6.0,Fontenay-sous-Bois,Fontenay-sous-Bois,Individual time trial,Eric Vanderaerden,BEL
740,1,1983-07-02,163.0,Nogent-sur-Marne,Créteil,Flat stage,Frits Pirard,NED
741,2,1983-07-03,100.0,Soissons,Fontaine-au-Pire,Team time trial,COOP–Mercier–Mavic,
742,3,1983-07-04,152.0,Valenciennes,Roubaix,Hilly stage,Rudy Matthijs,BEL
743,4,1983-07-05,300.0,Roubaix,Le Havre,Flat stage,Serge Demierre,SUI
744,5,1983-07-06,257.0,Le Havre,Le Mans,Flat stage,Dominique Gaigne,FRA
745,6,1983-07-07,58.0,Châteaubriant,Nantes,Individual time trial,Bert Oosterbosch,NED
746,7,1983-07-08,216.0,Nantes,Île d'Oléron,Flat stage,Riccardo Magrini,ITA
747,8,1983-07-09,222.0,La Rochelle,Bordeaux,Flat stage,Bert Oosterbosch,NED
748,9,1983-07-10,207.0,Bordeaux,Pau,Flat stage,Philippe Chevallier,FRA
749,10,1983-07-11,201.0,Pau,Bagnères-de-Luchon,Mountain stage,Robert Millar,GBR
750,11,1983-07-12,177.0,Bagnères-de-Luchon,Fleurance,Flat stage,Régis Clère,FRA
751,12,1983-07-13,261.0,Fleurance,Roquefort-sur-Soulzon,Flat stage,Kim Andersen,DEN
752,13,1983-07-14,210.0,Roquefort-sur-Soulzon,Aurillac,Hilly stage,Henk Lubberding,NED
753,14,1983-07-15,149.0,Aurillac,Issoire,Hilly stage,Pierre Le Bigaut,FRA
754,15,1983-07-16,16.0,Clermont-Ferrand,Puy de Dôme,Individual time trial,Ángel Arroyo,ESP
755,16,1983-07-17,144.0,Issoire,Saint-Étienne,Hilly stage,Michel Laurent,FRA
756,17,1983-07-18,223.0,La Tour-du-Pin,Alpe d'Huez,Mountain stage,Peter Winnen,NED
757,18,1983-07-20,247.0,Le Bourg-d'Oisans,Morzine,Mountain stage,Jacques Michaud,FRA
758,19,1983-07-21,15.0,Morzine,Avoriaz,Individual time trial,Lucien Van Impe,BEL
759,20,1983-07-22,291.0,Morzine,Dijon,Flat stage,Philippe Leleu,FRA
760,21,1983-07-23,50.0,Dijon,Dijon,Individual time trial,Laurent Fignon,FRA
761,22,1983-07-24,195.0,Alfortville,Paris,Flat stage,Gilbert Glaus,SUI
762,P,1982-07-02,7.0,Basel,Basel,Individual time trial,Bernard Hinault,FRA
763,1,1982-07-03,207.0,Basel,Möhlin,Hilly stage,Ludo Peeters,BEL
764,2,1982-07-04,250.0,Basel,Nancy,Flat stage,Phil Anderson,AUS
765,3,1982-07-05,134.0,Nancy,Longwy,Flat stage,Daniel Willems,BEL
766,4,1982-07-06,219.0,Beauraing,Mouscron,Flat stage,Gerrie Knetemann,NED
767,5,1982-07-07,73.0,Orchies,Fontaine-au-Pire,Team time trial,Cancelled and replaced by stage 9a,
768,6,1982-07-08,233.0,Lille,Lille,Flat stage,Jan Raas,NED
769,7,1982-07-10,235.0,Cancale,Concarneau,Flat stage,Pol Verschuere,BEL
770,8,1982-07-11,201.0,Concarneau,Châteaulin,Flat stage,Frank Hoste,BEL
771,9a,1982-07-12,69.0,Lorient,Plumelec,Team time trial,Renault–Elf–Gitane,
772,9b,1982-07-12,138.0,Plumelec,Nantes,Flat stage,Stefan Mutter,SUI
773,10,1982-07-13,147.0,Saintes,Bordeaux,Flat stage,Pierre-Raymond Villemiane,FRA
774,11,1982-07-14,57.0,Valence d'Agen,Valence d'Agen,Individual time trial,Gerrie Knetemann,NED
775,12,1982-07-15,249.0,Fleurance,Pau,Mountain stage,Sean Kelly,IRE
776,13,1982-07-16,122.0,Pau,Saint-Lary-Soulan Pla d'Adet,Mountain stage,Beat Breu,SUI
777,14,1982-07-18,33.0,Martigues,Martigues,Individual time trial,Bernard Hinault,FRA
778,15,1982-07-19,208.0,Manosque,Orcières-Merlette,Mountain stage,Pascal Simon,FRA
779,16,1982-07-20,123.0,Orcières-Merlette,Alpe d'Huez,Mountain stage,Beat Breu,SUI
780,17,1982-07-21,251.0,Le Bourg-d'Oisans,Morzine,Mountain stage,Peter Winnen,NED
781,18,1982-07-22,233.0,Morzine,Saint-Priest,Flat stage,Adrie van Houwelingen,NED
782,19,1982-07-23,48.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA
783,20,1982-07-24,161.0,Sens,Aulnay-sous-Bois,Flat stage,Daniel Willems,BEL
784,21,1982-07-25,187.0,Fontenay-sous-Bois,Paris,Flat stage,Bernard Hinault,FRA
785,P,1981-06-25,6.0,Nice,Nice,Individual time trial,Bernard Hinault,FRA
786,1a,1981-06-26,97.0,Nice,Nice,Hilly stage,Freddy Maertens,BEL
787,1b,1981-06-26,40.0,Nice,Nice,Team time trial,TI–Raleigh–Creda[11],
788,2,1981-06-27,254.0,Nice,Martigues,Flat stage,Johan van der Velde,NED
789,3,1981-06-28,232.0,Martigues,Narbonne,Flat stage,Freddy Maertens,BEL
790,4,1981-06-29,77.0,Narbonne,Carcassonne,Team time trial,TI–Raleigh–Creda,
791,5,1981-06-30,117.0,Saint-Gaudens,Pla d'Adet,Mountain stage,Lucien Van Impe,BEL
792,6,1981-07-01,27.0,Nay,Pau,Individual time trial,Bernard Hinault,FRA
793,7,1981-07-02,227.0,Pau,Bordeaux,Flat stage,Urs Freuler,SUI
794,8,1981-07-03,182.0,Rochefort,Nantes,Flat stage,Ad Wijnands,NED
795,9,1981-07-05,197.0,Nantes,Le Mans,Flat stage,René Martens,BEL
796,10,1981-07-06,264.0,Le Mans,Aulnay-sous-Bois,Flat stage,Ad Wijnands,NED
797,11,1981-07-07,246.0,Compiègne,Roubaix,Flat stage,Daniel Willems,BEL
798,12a,1981-07-08,107.0,Roubaix,Brussels,Flat stage,Freddy Maertens,BEL
799,12b,1981-07-08,138.0,Brussels,Circuit Zolder,Flat stage,Eddy Planckaert,BEL
800,13,1981-07-09,157.0,Beringen,Hasselt,Flat stage,Freddy Maertens,BEL
801,14,1981-07-10,38.0,Mulhouse,Mulhouse,Individual time trial,Bernard Hinault,FRA
802,15,1981-07-11,231.0,Besançon,Thonon-les-Bains,Hilly stage,Sean Kelly,IRE
803,16,1981-07-12,200.0,Thonon-les-Bains,Morzine,Mountain stage,Robert Alban,FRA
804,17,1981-07-14,230.0,Morzine,Alpe d'Huez,Mountain stage,Peter Winnen,NED
805,18,1981-07-15,134.0,Le Bourg-d'Oisans,Le Pleynet,Mountain stage,Bernard Hinault,FRA
806,19,1981-07-16,118.0,Veurey,Saint-Priest,Flat stage,Daniel Willems,BEL
807,20,1981-07-17,46.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA
808,21,1981-07-18,207.0,Auxerre,Fontenay-sous-Bois,Flat stage,Johan van der Velde,NED
809,22,1981-07-19,187.0,Fontenay-sous-Bois,Paris,Flat stage,Freddy Maertens,BEL
810,P,1980-06-26,8.0,Frankfurt,Frankfurt,Individual time trial,Bernard Hinault,FRA
811,1a,1980-06-27,133.0,Frankfurt,Wiesbaden,Flat stage,Jan Raas,NED
812,1b,1980-06-27,46.0,Wiesbaden,Frankfurt,Team time trial,TI–Raleigh–Creda,
813,2,1980-06-28,276.0,Frankfurt,Metz,Flat stage,Rudy Pevenage,BEL
814,3,1980-06-29,282.0,Metz,Liège,Flat stage,Henk Lubberding,NED
815,4,1980-06-30,35.0,Spa,Spa,Individual time trial,Bernard Hinault,FRA
816,5,1980-07-01,249.0,Liège,Lille,Flat stage,Bernard Hinault,FRA
817,6,1980-07-02,216.0,Lille,Compiègne,Flat stage,Jean-Louis Gauthier,FRA
818,7a,1980-07-03,65.0,Compiègne,Beauvais,Team time trial,TI–Raleigh–Creda,
819,7b,1980-07-03,92.0,Beauvais,Rouen,Flat stage,Jan Raas,NED
820,8,1980-07-04,164.0,Flers,Saint-Malo,Flat stage,Bert Oosterbosch,NED
821,9,1980-07-06,205.0,Saint-Malo,Nantes,Flat stage,Jan Raas,NED
822,10,1980-07-07,163.0,Rochefort,Bordeaux,Flat stage,Cees Priem,NED
823,11,1980-07-08,52.0,Damazan,Laplume,Individual time trial,Joop Zoetemelk,NED
824,12,1980-07-09,194.0,Agen,Pau,Flat stage,Gerrie Knetemann,NED
825,13,1980-07-10,200.0,Pau,Bagnères-de-Luchon,Mountain stage,Raymond Martin,FRA
826,14,1980-07-11,189.0,Lézignan-Corbières,Montpellier,Flat stage,Ludo Peeters,BEL
827,15,1980-07-12,160.0,Montpellier,Martigues,Flat stage,Bernard Vallet,FRA
828,16,1980-07-13,209.0,Trets,Pra-Loup,Mountain stage,Jos De Schoenmaecker,BEL
829,17,1980-07-14,242.0,Serre Chevalier,Morzine,Mountain stage,Mariano Martínez,FRA
830,18,1980-07-16,199.0,Morzine,Prapoutel,Mountain stage,Ludo Loos,BEL
831,19,1980-07-17,140.0,Voreppe,Saint-Étienne,Hilly stage,Sean Kelly,IRE
832,20,1980-07-18,34.0,Saint-Étienne,Saint-Étienne,Individual time trial,Joop Zoetemelk,NED
833,21,1980-07-19,208.0,Auxerre,Fontenay-sous-Bois,Flat stage,Sean Kelly,IRE
834,22,1980-07-20,186.0,Fontenay-sous-Bois,Paris,Flat stage,Pol Verschuere,BEL
835,P,1979-06-27,5.0,Fleurance,Fleurance,Individual time trial,Gerrie Knetemann,NED
836,1,1979-06-28,225.0,Fleurance,Luchon,Mountain stage,René Bittinger,FRA
837,2,1979-06-29,24.0,Luchon,Superbagnères,Individual time trial,Bernard Hinault,FRA
838,3,1979-06-30,180.0,Luchon,Pau,Mountain stage,Bernard Hinault,FRA
839,4,1979-07-01,87.0,Captieux,Bordeaux,Team time trial,TI–Raleigh–McGregor,
840,5,1979-07-02,145.0,Neuville-de-Poitou,Angers,Flat stage,Jan Raas,NED
841,6,1979-07-03,239.0,Angers,Saint-Brieuc,Flat stage,Jos Jacobs,BEL
842,7,1979-07-04,158.0,Saint-Hilaire-du-Harcouët,Deauville,Flat stage,Leo van Vliet,NED
843,8,1979-07-05,90.0,Deauville,Le Havre,Team time trial,TI–Raleigh–McGregor,
844,9,1979-07-06,201.0,Amiens,Roubaix,Flat stage,Ludo Delcroix,BEL
845,10,1979-07-07,124.0,Roubaix,Brussels,Flat stage,Jo Maas,NED
846,11,1979-07-08,33.0,Brussels,Brussels,Individual time trial,Bernard Hinault,FRA
847,12,1979-07-09,193.0,Rochefort,Metz,Flat stage,Christian Seznec,FRA
848,13,1979-07-10,202.0,Metz,Ballon d'Alsace,Hilly stage,Pierre-Raymond Villemiane,FRA
849,14,1979-07-11,248.0,Belfort,Évian-les-Bains,Flat stage,Marc Demeyer,BEL
850,15,1979-07-12,54.0,Évian-les-Bains,Morzine Avoriaz,Individual time trial,Bernard Hinault,FRA
851,16,1979-07-13,201.0,Morzine Avoriaz,Les Menuires,Mountain stage,Lucien Van Impe,BEL
852,17,1979-07-15,167.0,Les Menuires,Alpe d'Huez,Mountain stage,Joaquim Agostinho,POR
853,18,1979-07-16,119.0,Alpe d'Huez,Alpe d'Huez,Mountain stage,Joop Zoetemelk,NED
854,19,1979-07-17,162.0,Alpe d'Huez,Saint-Priest,Flat stage,Dietrich Thurau,GER
855,20,1979-07-18,240.0,Saint-Priest,Dijon,Flat stage,Serge Parsani,ITA
856,21,1979-07-19,49.0,Dijon,Dijon,Individual time trial,Bernard Hinault,FRA
857,22,1979-07-20,189.0,Dijon,Auxerre,Flat stage,Gerrie Knetemann,NED
858,23,1979-07-21,205.0,Auxerre,Nogent-sur-Marne,Flat stage,Bernard Hinault,FRA
859,24,1979-07-22,180.0,Le Perreux-sur-Marne,Paris,Flat stage,Bernard Hinault,FRA
